# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
12168; P05-R01-PastaSalad-407080-408912; P05-R01-PastaSalad; 407080; 408912; Put carrot_container; Put; carrot_container
12169; OP03-R05-Cheeseburger-604910-606360; OP03-R05-Cheeseburger; 604910; 606360; Put plate; Put; plate
12170; P02-R05-Cheeseburger-1063210-1065530; P02-R05-Cheeseburger; 1063210; 1065530; Put trash,trash_container; Put; trash,trash_container
12171; P10-R05-Cheeseburger-225350-226430; P10-R05-Cheeseburger; 225350; 226430; Take cheese_container; Take; cheese_container
12172; OP06-R02-TurkeySandwich-458910-459470; OP06-R02-TurkeySandwich; 458910; 459470; Put deli_meat; Put; deli_meat
12173; P24-R03-BaconAndEggs-1058751-1065813; P24-R03-BaconAndEggs; 1058751; 1065813; Open fridge; Open; fridge
12174; P19-R03-BaconAndEggs-438433-442057; P19-R03-BaconAndEggs; 438433; 442057; Take pan; Take; pan
12175; P02-R06-GreekSalad-214721-215501; P02-R06-GreekSalad; 214721; 215501; Cut cucumber; Cut; cucumber
12176; P06-R01-PastaSalad-775213-776033; P06-R01-PastaSalad; 775213; 776033; Move Around strainer; Move Around; strainer
12177; P02-R01-PastaSalad-1538305-1547007; P02-R01-PastaSalad; 1538305; 1547007; Transfer pasta,bowl,salad; Transfer; pasta,bowl,salad
12179; P10-R05-Cheeseburger-897320-901680; P10-R05-Cheeseburger; 897320; 901680; Wash cooking_utensil; Wash; cooking_utensil
12180; P20-R03-BaconAndEggs-1079045-1080559; P20-R03-BaconAndEggs; 1079045; 1080559; Wash pan; Wash; pan
12182; P01-R02-TurkeySandwich-646907-648085; P01-R02-TurkeySandwich; 646907; 648085; Move Around plate; Move Around; plate
12183; P01-R02-TurkeySandwich-421307-422509; P01-R02-TurkeySandwich; 421307; 422509; Move Around lettuce; Move Around; lettuce
12184; P13-R01-PastaSalad-2092680-2093675; P13-R01-PastaSalad; 2092680; 2093675; Cut carrot; Cut; carrot
12185; P24-R03-BaconAndEggs-1998053-2000079; P24-R03-BaconAndEggs; 1998053; 2000079; Put eating_utensil; Put; eating_utensil
12186; P10-R06-GreekSalad-225637-242337; P10-R06-GreekSalad; 225637; 242337; Other onion; Other; onion
12188; OP06-R07-Pizza-40995-41765; OP06-R07-Pizza; 40995; 41765; Move Around bell_pepper; Move Around; bell_pepper
12189; OP04-R05-Cheeseburger-57720-59060; OP04-R05-Cheeseburger; 57720; 59060; Take bread_container; Take; bread_container
12190; P18-R04-ContinentalBreakfast-844289-845748; P18-R04-ContinentalBreakfast; 844289; 845748; Pour milk,milk_container,bowl; Pour; milk,milk_container,bowl
12191; P18-R04-ContinentalBreakfast-501820-506706; P18-R04-ContinentalBreakfast; 501820; 506706; Pour water,fridge,pot; Pour; water,fridge,pot
12192; OP02-R03-BaconAndEggs-186075-188445; OP02-R03-BaconAndEggs; 186075; 188445; Put pan; Put; pan
12193; OP02-R07-Pizza-195375-197770; OP02-R07-Pizza; 195375; 197770; Take plate; Take; plate
12194; P17-R04-ContinentalBreakfast-471317-472577; P17-R04-ContinentalBreakfast; 471317; 472577; Open cabinet; Open; cabinet
12196; OP05-R07-Pizza-131150-132250; OP05-R07-Pizza; 131150; 132250; Put bell_pepper; Put; bell_pepper
12197; OP04-R03-BaconAndEggs-765365-766135; OP04-R03-BaconAndEggs; 765365; 766135; Put bread; Put; bread
12198; P20-R03-BaconAndEggs-154947-157339; P20-R03-BaconAndEggs; 154947; 157339; Open cabinet; Open; cabinet
12199; P18-R03-BaconAndEggs-75107-76278; P18-R03-BaconAndEggs; 75107; 76278; Take bowl; Take; bowl
12200; P02-R03-BaconAndEggs-942634-944012; P02-R03-BaconAndEggs; 942634; 944012; Move Around bread; Move Around; bread
12201; P16-R03-BaconAndEggs-1545520-1547392; P16-R03-BaconAndEggs; 1545520; 1547392; Move Around oil_container; Move Around; oil_container
12202; OP01-R02-TurkeySandwich-401050-402010; OP01-R02-TurkeySandwich; 401050; 402010; Take condiment_container; Take; condiment_container
12203; OP01-R01-PastaSalad-336840-340380; OP01-R01-PastaSalad; 336840; 340380; Mix pasta; Mix; pasta
12204; P04-R05-Cheeseburger-526163-527828; P04-R05-Cheeseburger; 526163; 527828; Take cheese; Take; cheese
12205; P17-R03-BaconAndEggs-270300-271900; P17-R03-BaconAndEggs; 270300; 271900; Inspect/Read recipe; Inspect/Read; recipe
12206; P02-R03-BaconAndEggs-1280864-1282621; P02-R03-BaconAndEggs; 1280864; 1282621; Put bread; Put; bread
12208; P23-R03-BaconAndEggs-611258-612738; P23-R03-BaconAndEggs; 611258; 612738; Put herb_container; Put; herb_container
12210; P02-R06-GreekSalad-142051-143741; P02-R06-GreekSalad; 142051; 143741; Cut tomato; Cut; tomato
12211; P03-R01-PastaSalad-949880-955249; P03-R01-PastaSalad; 949880; 955249; Transfer pasta,pasta_container,pot; Transfer; pasta,pasta_container,pot
12212; P17-R03-BaconAndEggs-470900-472000; P17-R03-BaconAndEggs; 470900; 472000; Open cabinet; Open; cabinet
12213; P18-R04-ContinentalBreakfast-817844-819898; P18-R04-ContinentalBreakfast; 817844; 819898; Pour cereal,cereal_container,bowl; Pour; cereal,cereal_container,bowl
12214; OP04-R05-Cheeseburger-182650-183500; OP04-R05-Cheeseburger; 182650; 183500; Put patty; Put; patty
12215; P01-R01-PastaSalad-538498-541793; P01-R01-PastaSalad; 538498; 541793; Take paper_towel; Take; paper_towel
12216; P21-R04-ContinentalBreakfast-965731-968708; P21-R04-ContinentalBreakfast; 965731; 968708; Close pot; Close; pot
12217; P15-R01-PastaSalad-209044-210060; P15-R01-PastaSalad; 209044; 210060; Put cup; Put; cup
12218; P15-R01-PastaSalad-1449550-1457250; P15-R01-PastaSalad; 1449550; 1457250; Wash bowl; Wash; bowl
12219; P03-R01-PastaSalad-2402467-2404494; P03-R01-PastaSalad; 2402467; 2404494; Take trash; Take; trash
12220; P10-R05-Cheeseburger-791145-793365; P10-R05-Cheeseburger; 791145; 793365; Squeeze condiment,bread; Squeeze; condiment,bread
12221; P05-R02-TurkeySandwich-345874-347523; P05-R02-TurkeySandwich; 345874; 347523; Take plate; Take; plate
12222; P10-R01-PastaSalad-1395912-1399162; P10-R01-PastaSalad; 1395912; 1399162; Pour water,bowl,sink; Pour; water,bowl,sink
12223; OP01-R06-GreekSalad-133930-134850; OP01-R06-GreekSalad; 133930; 134850; Put tomato; Put; tomato
12224; P25-R06-GreekSalad-966911-969119; P25-R06-GreekSalad; 966911; 969119; Take beer_container; Take; beer_container
12225; P12-R01-PastaSalad-153810-157110; P12-R01-PastaSalad; 153810; 157110; Open fridge_drawer; Open; fridge_drawer
12226; P17-R04-ContinentalBreakfast-742076-742676; P17-R04-ContinentalBreakfast; 742076; 742676; Put eating_utensil; Put; eating_utensil
12227; P13-R01-PastaSalad-2844590-2846310; P13-R01-PastaSalad; 2844590; 2846310; Wash cutting_board; Wash; cutting_board
12228; P19-R03-BaconAndEggs-560818-562975; P19-R03-BaconAndEggs; 560818; 562975; Take cup; Take; cup
12229; P04-R06-GreekSalad-1285350-1285930; P04-R06-GreekSalad; 1285350; 1285930; Put storage_container; Put; storage_container
12230; P08-R01-PastaSalad-282276-285923; P08-R01-PastaSalad; 282276; 285923; Cut tomato; Cut; tomato
12231; P20-R04-ContinentalBreakfast-493090-497302; P20-R04-ContinentalBreakfast; 493090; 497302; Put bread; Put; bread
12233; OP04-R07-Pizza-470218-471234; OP04-R07-Pizza; 470218; 471234; Take mushroom_container; Take; mushroom_container
12234; P23-R03-BaconAndEggs-2213363-2214451; P23-R03-BaconAndEggs; 2213363; 2214451; Put sponge; Put; sponge
12235; P13-R01-PastaSalad-642854-645213; P13-R01-PastaSalad; 642854; 645213; Open fridge; Open; fridge
12237; P22-R03-BaconAndEggs-2372894-2374732; P22-R03-BaconAndEggs; 2372894; 2374732; Move Around cloth; Move Around; cloth
12239; P11-R02-TurkeySandwich-334130-337410; P11-R02-TurkeySandwich; 334130; 337410; Take deli_meat; Take; deli_meat
12240; P23-R03-BaconAndEggs-356826-360080; P23-R03-BaconAndEggs; 356826; 360080; Inspect/Read recipe; Inspect/Read; recipe
12241; P06-R01-PastaSalad-499154-500063; P06-R01-PastaSalad; 499154; 500063; Cut tomato; Cut; tomato
12242; P01-R01-PastaSalad-708674-709718; P01-R01-PastaSalad; 708674; 709718; Put trash,trash_container; Put; trash,trash_container
12243; P19-R03-BaconAndEggs-222213-226709; P19-R03-BaconAndEggs; 222213; 226709; Inspect/Read recipe; Inspect/Read; recipe
12244; OP03-R02-TurkeySandwich-161070-162060; OP03-R02-TurkeySandwich; 161070; 162060; Open fridge; Open; fridge
12245; P16-R03-BaconAndEggs-975647-979991; P16-R03-BaconAndEggs; 975647; 979991; Open juice_container; Open; juice_container
12246; P03-R01-PastaSalad-2258669-2267048; P03-R01-PastaSalad; 2258669; 2267048; Pour vegetable,bowl,salad; Pour; vegetable,bowl,salad
12247; P01-R01-PastaSalad-1195729-1198016; P01-R01-PastaSalad; 1195729; 1198016; Inspect/Read recipe; Inspect/Read; recipe
12248; P10-R02-TurkeySandwich-159100-162000; P10-R02-TurkeySandwich; 159100; 162000; Take deli_meat; Take; deli_meat
12249; P02-R06-GreekSalad-156266-159416; P02-R06-GreekSalad; 156266; 159416; Cut tomato; Cut; tomato
12250; OP03-R06-GreekSalad-220480-221010; OP03-R06-GreekSalad; 220480; 221010; Divide/Pull Apart lettuce; Divide/Pull Apart; lettuce
12251; P16-R03-BaconAndEggs-122600-124400; P16-R03-BaconAndEggs; 122600; 124400; Open cabinet; Open; cabinet
12252; P02-R05-Cheeseburger-260610-262080; P02-R05-Cheeseburger; 260610; 262080; Turn off faucet; Turn off; faucet
12253; P24-R03-BaconAndEggs-555563-557324; P24-R03-BaconAndEggs; 555563; 557324; Put trash,trash_container; Put; trash,trash_container
12254; P20-R04-ContinentalBreakfast-736343-744117; P20-R04-ContinentalBreakfast; 736343; 744117; Pour milk,milk_container,bowl; Pour; milk,milk_container,bowl
12255; OP06-R05-Cheeseburger-636344-641650; OP06-R05-Cheeseburger; 636344; 641650; Squeeze condiment,sandwich; Squeeze; condiment,sandwich
12256; P26-R05-Cheeseburger-613447-617103; P26-R05-Cheeseburger; 613447; 617103; Take cooking_utensil; Take; cooking_utensil
12258; P02-R01-PastaSalad-732672-742521; P02-R01-PastaSalad; 732672; 742521; Cut bell_pepper; Cut; bell_pepper
12259; P19-R04-ContinentalBreakfast-350655-352735; P19-R04-ContinentalBreakfast; 350655; 352735; Put teabag; Put; teabag
12260; OP03-R04-ContinentalBreakfast-135170-135896; OP03-R04-ContinentalBreakfast; 135170; 135896; Take eating_utensil; Take; eating_utensil
12261; P22-R03-BaconAndEggs-124417-125983; P22-R03-BaconAndEggs; 124417; 125983; Close cabinet; Close; cabinet
12262; P23-R03-BaconAndEggs-1231499-1233469; P23-R03-BaconAndEggs; 1231499; 1233469; Pour egg,bowl,pan; Pour; egg,bowl,pan
12263; P14-R02-TurkeySandwich-790742-801042; P14-R02-TurkeySandwich; 790742; 801042; Clean/Wipe counter; Clean/Wipe; counter
12265; P02-R01-PastaSalad-1308253-1329302; P02-R01-PastaSalad; 1308253; 1329302; Mix salad; Mix; salad
12266; P02-R03-BaconAndEggs-515967-520237; P02-R03-BaconAndEggs; 515967; 520237; Open bacon; Open; bacon
12267; P01-R02-TurkeySandwich-1030695-1039255; P01-R02-TurkeySandwich; 1030695; 1039255; Wash sink; Wash; sink
12268; P14-R01-PastaSalad-1211338-1215009; P14-R01-PastaSalad; 1211338; 1215009; Wash eating_utensil; Wash; eating_utensil
12269; P24-R03-BaconAndEggs-509992-521376; P24-R03-BaconAndEggs; 509992; 521376; Clean/Wipe matt; Clean/Wipe; matt
12270; OP01-R01-PastaSalad-74590-80740; OP01-R01-PastaSalad; 74590; 80740; Pour water,faucet,pot; Pour; water,faucet,pot
12271; OP02-R01-PastaSalad-475458-476304; OP02-R01-PastaSalad; 475458; 476304; Put vegetable_container; Put; vegetable_container
12272; P04-R06-GreekSalad-1217990-1219190; P04-R06-GreekSalad; 1217990; 1219190; Clean/Wipe storage_container,paper_towel; Clean/Wipe; storage_container,paper_towel
12273; P08-R01-PastaSalad-1377435-1384817; P08-R01-PastaSalad; 1377435; 1384817; Wash pasta; Wash; pasta
12274; P18-R04-ContinentalBreakfast-252933-258280; P18-R04-ContinentalBreakfast; 252933; 258280; Put bread; Put; bread
12275; P23-R03-BaconAndEggs-2453287-2456625; P23-R03-BaconAndEggs; 2453287; 2456625; Close cabinet; Close; cabinet
12276; P13-R01-PastaSalad-2226090-2227593; P13-R01-PastaSalad; 2226090; 2227593; Close condiment_container; Close; condiment_container
12277; P07-R01-PastaSalad-418085-419185; P07-R01-PastaSalad; 418085; 419185; Put cup; Put; cup
12279; OP05-R03-BaconAndEggs-526270-528810; OP05-R03-BaconAndEggs; 526270; 528810; Open fridge; Open; fridge
12280; P04-R06-GreekSalad-593675-601452; P04-R06-GreekSalad; 593675; 601452; Cut onion; Cut; onion
12281; P21-R03-BaconAndEggs-1126179-1130675; P21-R03-BaconAndEggs; 1126179; 1130675; Move Around bowl; Move Around; bowl
12282; OP04-R03-BaconAndEggs-152150-153309; OP04-R03-BaconAndEggs; 152150; 153309; Put milk_container; Put; milk_container
12283; P05-R01-PastaSalad-884985-886569; P05-R01-PastaSalad; 884985; 886569; Inspect/Read pasta; Inspect/Read; pasta
12284; OP01-R02-TurkeySandwich-396010-397380; OP01-R02-TurkeySandwich; 396010; 397380; Close fridge; Close; fridge
12285; P22-R03-BaconAndEggs-2072010-2078370; P22-R03-BaconAndEggs; 2072010; 2078370; Wash pan; Wash; pan
12286; OP01-R01-PastaSalad-365315-369415; OP01-R01-PastaSalad; 365315; 369415; Close fridge; Close; fridge
12287; OP01-R05-Cheeseburger-472890-474420; OP01-R05-Cheeseburger; 472890; 474420; Put cheese; Put; cheese
12289; OP03-R07-Pizza-540491-541335; OP03-R07-Pizza; 540491; 541335; Take eating_utensil; Take; eating_utensil
12290; P09-R01-PastaSalad-373600-376353; P09-R01-PastaSalad; 373600; 376353; Pour water,bowl,pot; Pour; water,bowl,pot
12291; P19-R03-BaconAndEggs-309994-312396; P19-R03-BaconAndEggs; 309994; 312396; Pour milk,milk_container,bowl; Pour; milk,milk_container,bowl
12292; P03-R01-PastaSalad-1087679-1101168; P03-R01-PastaSalad; 1087679; 1101168; Other carrot; Other; carrot
12293; P24-R03-BaconAndEggs-447710-452046; P24-R03-BaconAndEggs; 447710; 452046; Open cabinet; Open; cabinet
12295; P10-R05-Cheeseburger-918330-919180; P10-R05-Cheeseburger; 918330; 919180; Put pan; Put; pan
12296; OP02-R01-PastaSalad-122437-139846; OP02-R01-PastaSalad; 122437; 139846; Cut cucumber; Cut; cucumber
12297; P23-R03-BaconAndEggs-1166302-1167508; P23-R03-BaconAndEggs; 1166302; 1167508; Move Around pan; Move Around; pan
12298; P18-R03-BaconAndEggs-738995-740155; P18-R03-BaconAndEggs; 738995; 740155; Put cooking_utensil; Put; cooking_utensil
12299; P13-R01-PastaSalad-1131809-1132960; P13-R01-PastaSalad; 1131809; 1132960; Cut tomato; Cut; tomato
12301; P04-R01-PastaSalad-2027438-2043248; P04-R01-PastaSalad; 2027438; 2043248; Wash strainer; Wash; strainer
12302; P21-R04-ContinentalBreakfast-720764-721796; P21-R04-ContinentalBreakfast; 720764; 721796; Move Around unknown_container; Move Around; unknown_container
12303; P22-R03-BaconAndEggs-3105280-3106880; P22-R03-BaconAndEggs; 3105280; 3106880; Wash plate; Wash; plate
12304; P10-R06-GreekSalad-446943-452443; P10-R06-GreekSalad; 446943; 452443; Cut olive; Cut; olive
12305; P13-R01-PastaSalad-2707020-2708190; P13-R01-PastaSalad; 2707020; 2708190; Wash pot; Wash; pot
12306; P24-R03-BaconAndEggs-1126593-1127721; P24-R03-BaconAndEggs; 1126593; 1127721; Move Around bacon; Move Around; bacon
12307; OP01-R06-GreekSalad-104025-105235; OP01-R06-GreekSalad; 104025; 105235; Move Around lettuce; Move Around; lettuce
12308; P09-R02-TurkeySandwich-568550-572050; P09-R02-TurkeySandwich; 568550; 572050; Put trash,trash_container; Put; trash,trash_container
12309; P11-R02-TurkeySandwich-194285-198335; P11-R02-TurkeySandwich; 194285; 198335; Divide/Pull Apart lettuce; Divide/Pull Apart; lettuce
12310; P12-R02-TurkeySandwich-503846-508873; P12-R02-TurkeySandwich; 503846; 508873; Wash cutting_board; Wash; cutting_board
12311; P13-R01-PastaSalad-1597578-1608585; P13-R01-PastaSalad; 1597578; 1608585; Inspect/Read recipe; Inspect/Read; recipe
12312; P19-R03-BaconAndEggs-454639-461618; P19-R03-BaconAndEggs; 454639; 461618; Inspect/Read recipe; Inspect/Read; recipe
12313; P17-R04-ContinentalBreakfast-774303-775259; P17-R04-ContinentalBreakfast; 774303; 775259; Put juice_container; Put; juice_container
12314; P15-R01-PastaSalad-1108900-1110000; P15-R01-PastaSalad; 1108900; 1110000; Operate stove; Operate; stove
12315; P19-R03-BaconAndEggs-1319842-1321416; P19-R03-BaconAndEggs; 1319842; 1321416; Wash plate; Wash; plate
12316; P20-R03-BaconAndEggs-1210514-1212222; P20-R03-BaconAndEggs; 1210514; 1212222; Pour water,faucet,cup; Pour; water,faucet,cup
12319; P03-R01-PastaSalad-1175480-1189495; P03-R01-PastaSalad; 1175480; 1189495; Cut carrot; Cut; carrot
12320; P24-R03-BaconAndEggs-714908-718562; P24-R03-BaconAndEggs; 714908; 718562; Crack egg; Crack; egg
12321; OP01-R06-GreekSalad-632465-644195; OP01-R06-GreekSalad; 632465; 644195; Mix salad; Mix; salad
12322; OP01-R07-Pizza-972120-973510; OP01-R07-Pizza; 972120; 973510; Take plate; Take; plate
12323; P04-R01-PastaSalad-499832-507616; P04-R01-PastaSalad; 499832; 507616; Cut tomato; Cut; tomato
12324; P14-R01-PastaSalad-1432757-1433631; P14-R01-PastaSalad; 1432757; 1433631; Wash eating_utensil; Wash; eating_utensil
12325; P11-R01-PastaSalad-910800-918400; P11-R01-PastaSalad; 910800; 918400; Other carrot; Other; carrot
12326; P20-R03-BaconAndEggs-645381-650386; P20-R03-BaconAndEggs; 645381; 650386; Inspect/Read recipe; Inspect/Read; recipe
12327; P20-R03-BaconAndEggs-583317-585616; P20-R03-BaconAndEggs; 583317; 585616; Take paper_towel; Take; paper_towel
12328; P15-R01-PastaSalad-1003900-1007700; P15-R01-PastaSalad; 1003900; 1007700; Take eating_utensil; Take; eating_utensil
12329; P11-R01-PastaSalad-2087399-2124099; P11-R01-PastaSalad; 2087399; 2124099; Wash pot; Wash; pot
12330; P03-R01-PastaSalad-788705-789941; P03-R01-PastaSalad; 788705; 789941; Inspect/Read recipe; Inspect/Read; recipe
12331; OP01-R05-Cheeseburger-324210-326320; OP01-R05-Cheeseburger; 324210; 326320; Put lettuce_container; Put; lettuce_container
12332; OP01-R02-TurkeySandwich-58680-60200; OP01-R02-TurkeySandwich; 58680; 60200; Open fridge; Open; fridge
12333; P25-R06-GreekSalad-518675-519819; P25-R06-GreekSalad; 518675; 519819; Put storage_container; Put; storage_container
12334; P02-R05-Cheeseburger-1013445-1016065; P02-R05-Cheeseburger; 1013445; 1016065; Inspect/Read pan; Inspect/Read; pan
12335; P10-R05-Cheeseburger-419610-426960; P10-R05-Cheeseburger; 419610; 426960; Other onion; Other; onion
12336; OP01-R01-PastaSalad-549810-550780; OP01-R01-PastaSalad; 549810; 550780; Cut onion; Cut; onion
12337; P19-R03-BaconAndEggs-1116792-1118836; P19-R03-BaconAndEggs; 1116792; 1118836; Open cabinet; Open; cabinet
12338; P19-R03-BaconAndEggs-1575618-1589107; P19-R03-BaconAndEggs; 1575618; 1589107; Inspect/Read recipe; Inspect/Read; recipe
12339; P01-R01-PastaSalad-1187679-1190126; P01-R01-PastaSalad; 1187679; 1190126; Put carrot_container; Put; carrot_container
12340; OP04-R07-Pizza-208455-210374; OP04-R07-Pizza; 208455; 210374; Open fridge; Open; fridge
12341; OP05-R03-BaconAndEggs-574980-576060; OP05-R03-BaconAndEggs; 574980; 576060; Take eating_utensil; Take; eating_utensil
12342; P20-R04-ContinentalBreakfast-107763-109989; P20-R04-ContinentalBreakfast; 107763; 109989; Open bowl; Open; bowl
12343; P16-R03-BaconAndEggs-881700-884600; P16-R03-BaconAndEggs; 881700; 884600; Take paper_towel; Take; paper_towel
12344; P13-R01-PastaSalad-2607881-2609739; P13-R01-PastaSalad; 2607881; 2609739; Take sponge; Take; sponge
12345; P01-R02-TurkeySandwich-593808-599106; P01-R02-TurkeySandwich; 593808; 599106; Move Around deli_meat; Move Around; deli_meat
12346; P23-R03-BaconAndEggs-281510-284401; P23-R03-BaconAndEggs; 281510; 284401; Move Around grocery_bag; Move Around; grocery_bag
12347; P13-R01-PastaSalad-2978816-2992074; P13-R01-PastaSalad; 2978816; 2992074; Clean/Wipe paper_towel; Clean/Wipe; paper_towel
12348; P09-R01-PastaSalad-1191856-1192615; P09-R01-PastaSalad; 1191856; 1192615; Put eating_utensil; Put; eating_utensil
